_id,Nama ODTW,Kode ODTW,Bulan kunjungan,Klasifikasi pengunjung/ wisatawan,Jumlah pengunjung/ wisatawan
"752,G. WALK,"""",APRIL,WISNUS,141866"
"753,G. WALK,"""",MEI,WISMAN,0"
"754,G. WALK,"""",MEI,WISNUS,40575"
"755,G. WALK,"""",JUNI,WISMAN,0"
"756,G. WALK,"""",JUNI,WISNUS,142944"
"757,G. WALK,"""",JULI,WISMAN,0"
"758,G. WALK,"""",JULI,WISNUS,142944"
"759,G. WALK,"""",AGUSTUS,WISMAN,0"
"760,G. WALK,"""",AGUSTUS,WISNUS,145945"
"761,G. WALK,"""",SEPTEMBER,WISMAN,0"
"762,G. WALK,"""",SEPTEMBER,WISNUS,145941"
"763,G. WALK,"""",OKTOBER,WISMAN,0"
"764,G. WALK,"""",OKTOBER,WISNUS,146874"
"765,G. WALK,"""",NOPEMBER,WISMAN,0"
"766,G. WALK,"""",NOPEMBER,WISNUS,143213"
"767,G. WALK,"""",DESEMBER,WISMAN,0"
"768,G. WALK,"""",DESEMBER,WISNUS,144121"
"769,PASAR BUNGA KAYOON,"""",JANUARI,WISMAN,0"
"770,PASAR BUNGA KAYOON,"""",JANUARI,WISNUS,290"
"771,PASAR BUNGA KAYOON,"""",FEBRUARI,WISMAN,0"
"772,PASAR BUNGA KAYOON,"""",FEBRUARI,WISNUS,410"
"773,PASAR BUNGA KAYOON,"""",MARET,WISMAN,0"
"774,PASAR BUNGA KAYOON,"""",MARET,WISNUS,435"
"775,PASAR BUNGA KAYOON,"""",APRIL,WISMAN,0"
"776,PASAR BUNGA KAYOON,"""",APRIL,WISNUS,298"
"777,PASAR BUNGA KAYOON,"""",MEI,WISMAN,0"
"778,PASAR BUNGA KAYOON,"""",MEI,WISNUS,195"
"779,PASAR BUNGA KAYOON,"""",JUNI,WISMAN,0"
"780,PASAR BUNGA KAYOON,"""",JUNI,WISNUS,180"
"781,PASAR BUNGA KAYOON,"""",JULI,WISMAN,0"
"782,PASAR BUNGA KAYOON,"""",JULI,WISNUS,265"
"783,PASAR BUNGA KAYOON,"""",AGUSTUS,WISMAN,0"
"784,PASAR BUNGA KAYOON,"""",AGUSTUS,WISNUS,189"
"785,PASAR BUNGA KAYOON,"""",SEPTEMBER,WISMAN,0"
"786,PASAR BUNGA KAYOON,"""",SEPTEMBER,WISNUS,390"
"787,PASAR BUNGA KAYOON,"""",OKTOBER,WISMAN,0"
"788,PASAR BUNGA KAYOON,"""",OKTOBER,WISNUS,360"
"789,PASAR BUNGA KAYOON,"""",NOPEMBER,WISMAN,0"
"790,PASAR BUNGA KAYOON,"""",NOPEMBER,WISNUS,390"
"791,PASAR BUNGA KAYOON,"""",DESEMBER,WISMAN,0"
"792,PASAR BUNGA KAYOON,"""",DESEMBER,WISNUS,315"
"793,FRESH MARKET,"""",JANUARI,WISMAN,0"
"794,FRESH MARKET,"""",JANUARI,WISNUS,30000"
"795,FRESH MARKET,"""",FEBRUARI,WISMAN,0"
"796,FRESH MARKET,"""",FEBRUARI,WISNUS,21500"
"797,FRESH MARKET,"""",MARET,WISMAN,0"
"798,FRESH MARKET,"""",MARET,WISNUS,21966"
"799,FRESH MARKET,"""",APRIL,WISMAN,0"
"800,FRESH MARKET,"""",APRIL,WISNUS,20875"
"801,FRESH MARKET,"""",MEI,WISMAN,0"
"802,FRESH MARKET,"""",MEI,WISNUS,14471"
"803,FRESH MARKET,"""",JUNI,WISMAN,0"
"804,FRESH MARKET,"""",JUNI,WISNUS,21966"
"805,FRESH MARKET,"""",JULI,WISMAN,0"
"806,FRESH MARKET,"""",JULI,WISNUS,21967"
"807,FRESH MARKET,"""",AGUSTUS,WISMAN,0"
"808,FRESH MARKET,"""",AGUSTUS,WISNUS,21800"
"809,FRESH MARKET,"""",SEPTEMBER,WISMAN,0"
"810,FRESH MARKET,"""",SEPTEMBER,WISNUS,21850"
"811,FRESH MARKET,"""",OKTOBER,WISMAN,0"
"812,FRESH MARKET,"""",OKTOBER,WISNUS,21900"
"813,FRESH MARKET,"""",NOPEMBER,WISMAN,0"
"814,FRESH MARKET,"""",NOPEMBER,WISNUS,21654"
"815,FRESH MARKET,"""",DESEMBER,WISMAN,0"
"816,FRESH MARKET,"""",DESEMBER,WISNUS,22154"
"817,MIROTA BATIK,"""",JANUARI,WISMAN,5"
"818,MIROTA BATIK,"""",JANUARI,WISNUS,175"
"819,MIROTA BATIK,"""",FEBRUARI,WISMAN,7"
"820,MIROTA BATIK,"""",FEBRUARI,WISNUS,135"
"821,MIROTA BATIK,"""",MARET,WISMAN,9"
"822,MIROTA BATIK,"""",MARET,WISNUS,322"
"823,MIROTA BATIK,"""",APRIL,WISMAN,0"
"824,MIROTA BATIK,"""",APRIL,WISNUS,409"
"825,MIROTA BATIK,"""",MEI,WISMAN,0"
"826,MIROTA BATIK,"""",MEI,WISNUS,596"
"827,MIROTA BATIK,"""",JUNI,WISMAN,0"
"828,MIROTA BATIK,"""",JUNI,WISNUS,136"
"829,MIROTA BATIK,"""",JULI,WISMAN,0"
"830,MIROTA BATIK,"""",JULI,WISNUS,0"
"831,MIROTA BATIK,"""",AGUSTUS,WISMAN,4"
"832,MIROTA BATIK,"""",AGUSTUS,WISNUS,78"
"833,MIROTA BATIK,"""",SEPTEMBER,WISMAN,6"
"834,MIROTA BATIK,"""",SEPTEMBER,WISNUS,525"
"835,MIROTA BATIK,"""",OKTOBER,WISMAN,52"
"836,MIROTA BATIK,"""",OKTOBER,WISNUS,500"
"837,MIROTA BATIK,"""",NOPEMBER,WISMAN,15"
"838,MIROTA BATIK,"""",NOPEMBER,WISNUS,293"
"839,MIROTA BATIK,"""",DESEMBER,WISMAN,8"
"840,MIROTA BATIK,"""",DESEMBER,WISNUS,275"
"841,MANGROVE WONOREJO,"""",JANUARI,WISMAN,0"
"842,MANGROVE WONOREJO,"""",JANUARI,WISNUS,0"
"843,MANGROVE WONOREJO,"""",FEBRUARI,WISMAN,0"
"844,MANGROVE WONOREJO,"""",FEBRUARI,WISNUS,0"
"845,MANGROVE WONOREJO,"""",MARET,WISMAN,0"
"846,MANGROVE WONOREJO,"""",MARET,WISNUS,0"
"847,MANGROVE WONOREJO,"""",APRIL,WISMAN,0"
"848,MANGROVE WONOREJO,"""",APRIL,WISNUS,0"
"849,MANGROVE WONOREJO,"""",MEI,WISMAN,0"
"850,MANGROVE WONOREJO,"""",MEI,WISNUS,1051"
"851,MANGROVE WONOREJO,"""",JUNI,WISMAN,0"
"852,MANGROVE WONOREJO,"""",JUNI,WISNUS,97"
"853,MANGROVE WONOREJO,"""",JULI,WISMAN,0"
"854,MANGROVE WONOREJO,"""",JULI,WISNUS,0"
"855,MANGROVE WONOREJO,"""",AGUSTUS,WISMAN,0"
"856,MANGROVE WONOREJO,"""",AGUSTUS,WISNUS,0"
"857,MANGROVE WONOREJO,"""",SEPTEMBER,WISMAN,0"
"858,MANGROVE WONOREJO,"""",SEPTEMBER,WISNUS,0"
"859,MANGROVE WONOREJO,"""",OKTOBER,WISMAN,0"
"860,MANGROVE WONOREJO,"""",OKTOBER,WISNUS,7846"
"861,MANGROVE WONOREJO,"""",NOPEMBER,WISMAN,0"
"862,MANGROVE WONOREJO,"""",NOPEMBER,WISNUS,5241"
"863,MANGROVE WONOREJO,"""",DESEMBER,WISMAN,0"
"864,MANGROVE WONOREJO,"""",DESEMBER,WISNUS,634"
"865,MANGROVE GNG ANYAR,"""",JANUARI,WISMAN,0"
"866,MANGROVE GNG ANYAR,"""",JANUARI,WISNUS,0"
"867,MANGROVE GNG ANYAR,"""",FEBRUARI,WISMAN,0"
"868,MANGROVE GNG ANYAR,"""",FEBRUARI,WISNUS,0"
"869,MANGROVE GNG ANYAR,"""",MARET,WISMAN,0"
"870,MANGROVE GNG ANYAR,"""",MARET,WISNUS,0"
"871,MANGROVE GNG ANYAR,"""",APRIL,WISMAN,0"
"872,MANGROVE GNG ANYAR,"""",APRIL,WISNUS,0"
"873,MANGROVE GNG ANYAR,"""",MEI,WISMAN,0"
"874,MANGROVE GNG ANYAR,"""",MEI,WISNUS,2228"
"875,MANGROVE GNG ANYAR,"""",JUNI,WISMAN,0"
"876,MANGROVE GNG ANYAR,"""",JUNI,WISNUS,2012"
"877,MANGROVE GNG ANYAR,"""",JULI,WISMAN,0"
"878,MANGROVE GNG ANYAR,"""",JULI,WISNUS,0"
"879,MANGROVE GNG ANYAR,"""",AGUSTUS,WISMAN,0"
"880,MANGROVE GNG ANYAR,"""",AGUSTUS,WISNUS,0"
"881,MANGROVE GNG ANYAR,"""",SEPTEMBER,WISMAN,0"
"882,MANGROVE GNG ANYAR,"""",SEPTEMBER,WISNUS,0"
"883,MANGROVE GNG ANYAR,"""",OKTOBER,WISMAN,0"
"884,MANGROVE GNG ANYAR,"""",OKTOBER,WISNUS,756"
"885,MANGROVE GNG ANYAR,"""",NOPEMBER,WISMAN,0"
"886,MANGROVE GNG ANYAR,"""",NOPEMBER,WISNUS,251"
"887,MANGROVE GNG ANYAR,"""",DESEMBER,WISMAN,0"
"888,MANGROVE GNG ANYAR,"""",DESEMBER,WISNUS,4027"
"889,CIPUTRA GOLF,"""",JANUARI,WISMAN,313"
"890,CIPUTRA GOLF,"""",JANUARI,WISNUS,1252"
"891,CIPUTRA GOLF,"""",FEBRUARI,WISMAN,337"
"892,CIPUTRA GOLF,"""",FEBRUARI,WISNUS,1347"
"893,CIPUTRA GOLF,"""",MARET,WISMAN,363"
"894,CIPUTRA GOLF,"""",MARET,WISNUS,1450"
"895,CIPUTRA GOLF,"""",APRIL,WISMAN,323"
"896,CIPUTRA GOLF,"""",APRIL,WISNUS,1292"
"897,CIPUTRA GOLF,"""",MEI,WISMAN,853"
"898,CIPUTRA GOLF,"""",MEI,WISNUS,3410"
"899,CIPUTRA GOLF,"""",JUNI,WISMAN,398"
"900,CIPUTRA GOLF,"""",JUNI,WISNUS,1992"
"901,CIPUTRA GOLF,"""",JULI,WISMAN,34"
"902,CIPUTRA GOLF,"""",JULI,WISNUS,134"
"903,CIPUTRA GOLF,"""",AGUSTUS,WISMAN,181"
"904,CIPUTRA GOLF,"""",AGUSTUS,WISNUS,726"
"905,CIPUTRA GOLF,"""",SEPTEMBER,WISMAN,422"
"906,CIPUTRA GOLF,"""",SEPTEMBER,WISNUS,1568"
"907,CIPUTRA GOLF,"""",OKTOBER,WISMAN,429"
"908,CIPUTRA GOLF,"""",OKTOBER,WISNUS,1717"
"909,CIPUTRA GOLF,"""",NOPEMBER,WISMAN,391"
"910,CIPUTRA GOLF,"""",NOPEMBER,WISNUS,1565"
"911,CIPUTRA GOLF,"""",DESEMBER,WISMAN,439"
"912,CIPUTRA GOLF,"""",DESEMBER,WISNUS,1759"
"913,JALAN TUNJUNGAN ( MMT ),"""",JANUARI,WISMAN,0"
"914,JALAN TUNJUNGAN ( MMT ),"""",JANUARI,WISNUS,0"
"915,JALAN TUNJUNGAN ( MMT ),"""",FEBRUARI,WISMAN,0"
"916,JALAN TUNJUNGAN ( MMT ),"""",FEBRUARI,WISNUS,0"
"917,JALAN TUNJUNGAN ( MMT ),"""",MARET,WISMAN,0"
"918,JALAN TUNJUNGAN ( MMT ),"""",MARET,WISNUS,0"
"919,JALAN TUNJUNGAN ( MMT ),"""",APRIL,WISMAN,0"
"920,JALAN TUNJUNGAN ( MMT ),"""",APRIL,WISNUS,0"
"921,JALAN TUNJUNGAN ( MMT ),"""",MEI,WISMAN,0"
"922,JALAN TUNJUNGAN ( MMT ),"""",MEI,WISNUS,0"
"923,JALAN TUNJUNGAN ( MMT ),"""",JUNI,WISMAN,0"
"924,JALAN TUNJUNGAN ( MMT ),"""",JUNI,WISNUS,0"
"925,JALAN TUNJUNGAN ( MMT ),"""",JULI,WISMAN,0"
"926,JALAN TUNJUNGAN ( MMT ),"""",JULI,WISNUS,0"
"927,JALAN TUNJUNGAN ( MMT ),"""",AGUSTUS,WISMAN,0"
"928,JALAN TUNJUNGAN ( MMT ),"""",AGUSTUS,WISNUS,0"
"929,JALAN TUNJUNGAN ( MMT ),"""",SEPTEMBER,WISMAN,0"
"930,JALAN TUNJUNGAN ( MMT ),"""",SEPTEMBER,WISNUS,0"
"931,JALAN TUNJUNGAN ( MMT ),"""",OKTOBER,WISMAN,0"
"932,JALAN TUNJUNGAN ( MMT ),"""",OKTOBER,WISNUS,0"
"933,JALAN TUNJUNGAN ( MMT ),"""",NOPEMBER,WISMAN,0"
"934,JALAN TUNJUNGAN ( MMT ),"""",NOPEMBER,WISNUS,0"
"935,JALAN TUNJUNGAN ( MMT ),"""",DESEMBER,WISMAN,0"
"936,JALAN TUNJUNGAN ( MMT ),"""",DESEMBER,WISNUS,0"
"937,SURABAYA NORTH QUAY,"""",JANUARI,WISMAN,0"
"938,SURABAYA NORTH QUAY,"""",JANUARI,WISNUS,6487"
"939,SURABAYA NORTH QUAY,"""",FEBRUARI,WISMAN,0"
"940,SURABAYA NORTH QUAY,"""",FEBRUARI,WISNUS,5448"
"941,SURABAYA NORTH QUAY,"""",MARET,WISMAN,0"
"942,SURABAYA NORTH QUAY,"""",MARET,WISNUS,7998"
"943,SURABAYA NORTH QUAY,"""",APRIL,WISMAN,0"
"944,SURABAYA NORTH QUAY,"""",APRIL,WISNUS,6837"
"945,SURABAYA NORTH QUAY,"""",MEI,WISMAN,0"
"946,SURABAYA NORTH QUAY,"""",MEI,WISNUS,6837"
"947,SURABAYA NORTH QUAY,"""",JUNI,WISMAN,0"
"948,SURABAYA NORTH QUAY,"""",JUNI,WISNUS,6907"
"949,SURABAYA NORTH QUAY,"""",JULI,WISMAN,0"
"950,SURABAYA NORTH QUAY,"""",JULI,WISNUS,0"
"951,SURABAYA NORTH QUAY,"""",AGUSTUS,WISMAN,0"
"952,SURABAYA NORTH QUAY,"""",AGUSTUS,WISNUS,3129"
"953,SURABAYA NORTH QUAY,"""",SEPTEMBER,WISMAN,0"
"954,SURABAYA NORTH QUAY,"""",SEPTEMBER,WISNUS,6022"
"955,SURABAYA NORTH QUAY,"""",OKTOBER,WISMAN,0"
"956,SURABAYA NORTH QUAY,"""",OKTOBER,WISNUS,7832"
"957,SURABAYA NORTH QUAY,"""",NOPEMBER,WISMAN,0"
"958,SURABAYA NORTH QUAY,"""",NOPEMBER,WISNUS,6152"
"959,SURABAYA NORTH QUAY,"""",DESEMBER,WISMAN,0"
"960,SURABAYA NORTH QUAY,"""",DESEMBER,WISNUS,5471"
"961,MANGROVE MEDOKAN SAWAH,"""",JANUARI,WISMAN,0"
"962,MANGROVE MEDOKAN SAWAH,"""",JANUARI,WISNUS,0"
"963,MANGROVE MEDOKAN SAWAH,"""",FEBRUARI,WISMAN,0"
"964,MANGROVE MEDOKAN SAWAH,"""",FEBRUARI,WISNUS,0"
"965,MANGROVE MEDOKAN SAWAH,"""",MARET,WISMAN,0"
"966,MANGROVE MEDOKAN SAWAH,"""",MARET,WISNUS,0"
"967,MANGROVE MEDOKAN SAWAH,"""",APRIL,WISMAN,0"
"968,MANGROVE MEDOKAN SAWAH,"""",APRIL,WISNUS,0"
"969,MANGROVE MEDOKAN SAWAH,"""",MEI,WISMAN,0"
"970,MANGROVE MEDOKAN SAWAH,"""",MEI,WISNUS,1355"
"971,MANGROVE MEDOKAN SAWAH,"""",JUNI,WISMAN,0"
"972,MANGROVE MEDOKAN SAWAH,"""",JUNI,WISNUS,1421"
"973,MANGROVE MEDOKAN SAWAH,"""",JULI,WISMAN,0"
"974,MANGROVE MEDOKAN SAWAH,"""",JULI,WISNUS,0"
"975,MANGROVE MEDOKAN SAWAH,"""",AGUSTUS,WISMAN,0"
"976,MANGROVE MEDOKAN SAWAH,"""",AGUSTUS,WISNUS,0"
"977,MANGROVE MEDOKAN SAWAH,"""",SEPTEMBER,WISMAN,0"
"978,MANGROVE MEDOKAN SAWAH,"""",SEPTEMBER,WISNUS,0"
"979,MANGROVE MEDOKAN SAWAH,"""",OKTOBER,WISMAN,0"
"980,MANGROVE MEDOKAN SAWAH,"""",OKTOBER,WISNUS,480"
"981,MANGROVE MEDOKAN SAWAH,"""",NOPEMBER,WISMAN,0"
"982,MANGROVE MEDOKAN SAWAH,"""",NOPEMBER,WISNUS,1300"
"983,MANGROVE MEDOKAN SAWAH,"""",DESEMBER,WISMAN,0"
"984,MANGROVE MEDOKAN SAWAH,"""",DESEMBER,WISNUS,2105"
"985,PURA JAGAD KARANA,"""",JANUARI,WISMAN,0"
"986,PURA JAGAD KARANA,"""",JANUARI,WISNUS,0"
"987,PURA JAGAD KARANA,"""",FEBRUARI,WISMAN,0"
"988,PURA JAGAD KARANA,"""",FEBRUARI,WISNUS,0"
"989,PURA JAGAD KARANA,"""",MARET,WISMAN,0"
"990,PURA JAGAD KARANA,"""",MARET,WISNUS,0"
"991,PURA JAGAD KARANA,"""",APRIL,WISMAN,0"
"992,PURA JAGAD KARANA,"""",APRIL,WISNUS,0"
"993,PURA JAGAD KARANA,"""",MEI,WISMAN,0"
"994,PURA JAGAD KARANA,"""",MEI,WISNUS,0"
"995,PURA JAGAD KARANA,"""",JUNI,WISMAN,0"
"996,PURA JAGAD KARANA,"""",JUNI,WISNUS,0"
"997,PURA JAGAD KARANA,"""",JULI,WISMAN,0"
"998,PURA JAGAD KARANA,"""",JULI,WISNUS,0"
"999,PURA JAGAD KARANA,"""",AGUSTUS,WISMAN,0"
"1000,PURA JAGAD KARANA,"""",AGUSTUS,WISNUS,0"
"1001,PURA JAGAD KARANA,"""",SEPTEMBER,WISMAN,0"
"1002,PURA JAGAD KARANA,"""",SEPTEMBER,WISNUS,0"
"1003,PURA JAGAD KARANA,"""",OKTOBER,WISMAN,0"
"1004,PURA JAGAD KARANA,"""",OKTOBER,WISNUS,0"
"1005,PURA JAGAD KARANA,"""",NOPEMBER,WISMAN,0"
"1006,PURA JAGAD KARANA,"""",NOPEMBER,WISNUS,263"
"1007,PURA JAGAD KARANA,"""",DESEMBER,WISMAN,0"
"1008,PURA JAGAD KARANA,"""",DESEMBER,WISNUS,0"
"1009,BLOCKBUSTER,"""",JANUARI,WISMAN,0"
"1010,BLOCKBUSTER,"""",JANUARI,WISNUS,26"
"1011,BLOCKBUSTER,"""",FEBRUARI,WISMAN,0"
"1012,BLOCKBUSTER,"""",FEBRUARI,WISNUS,30"
"1013,BLOCKBUSTER,"""",MARET,WISMAN,0"
"1014,BLOCKBUSTER,"""",MARET,WISNUS,50"
"1015,BLOCKBUSTER,"""",APRIL,WISMAN,0"
"1016,BLOCKBUSTER,"""",APRIL,WISNUS,74"
"1017,BLOCKBUSTER,"""",MEI,WISMAN,0"
"1018,BLOCKBUSTER,"""",MEI,WISNUS,63"
"1019,BLOCKBUSTER,"""",JUNI,WISMAN,0"
"1020,BLOCKBUSTER,"""",JUNI,WISNUS,43"
"1021,BLOCKBUSTER,"""",JULI,WISMAN,0"
"1022,BLOCKBUSTER,"""",JULI,WISNUS,0"
"1023,BLOCKBUSTER,"""",AGUSTUS,WISMAN,0"
"1024,BLOCKBUSTER,"""",AGUSTUS,WISNUS,1"
"1025,BLOCKBUSTER,"""",SEPTEMBER,WISMAN,0"
"1026,BLOCKBUSTER,"""",SEPTEMBER,WISNUS,92"
"1027,BLOCKBUSTER,"""",OKTOBER,WISMAN,0"
"1028,BLOCKBUSTER,"""",OKTOBER,WISNUS,144"
"1029,BLOCKBUSTER,"""",NOPEMBER,WISMAN,0"
"1030,BLOCKBUSTER,"""",NOPEMBER,WISNUS,122"
"1031,BLOCKBUSTER,"""",DESEMBER,WISMAN,0"
"1032,BLOCKBUSTER,"""",DESEMBER,WISNUS,185"
"1033,"""","""","""","""","
